title	author	arxiv	type
Homophonic Pun Generation with Lexically Constrained Rewriting	Zhiwei Yu, Hongyu Zang and Xiaojun Wan	N/A	short
How Much Knowledge Can You Pack Into the Parameters of a Language Model?	Adam Roberts, Colin Raffel and Noam Shazeer	https://arxiv.org/abs/2002.08910	short
How to Make Neural Natural Language Generation as Reliable as Templates in Task-Oriented Dialogue	Henry Elder, Alexander O'Connor and Jennifer Foster	N/A	short
I Was Just Being Sarcastic! Reactive Supervision: A New Method for Collecting Sarcasm Data	Boaz Shmueli, Lun-Wei Ku and Soumya Ray	https://arxiv.org/abs/2009.13080	short
Improving Bilingual Lexicon Induction for Low Frequency Words	Jiaji Huang, Xingyu Cai and Kenneth Church	N/A	short
Improving Low Compute Language Modeling with In-Domain Embedding Initialisation	Charles Welch, Rada Mihalcea and Jonathan K. Kummerfeld	http://arxiv.org/abs/2009.14109	short
Improving Multilingual Models with Language-Clustered Vocabularies	Hyung Won Chung, Dan Garrette, Kiat Chuan Tan and Jason Riesa	N/A	short
Improving the Efficiency of Grammatical Error Correction with Erroneous Span Detection and Correction	Mengyun Chen, Tao Ge, Xingxing Zhang, Furu Wei and Ming Zhou	https://arxiv.org/abs/2010.03260	short
Incorporating a Local Translation Mechanism into Non-autoregressive Translation	Xiang Kong, Zhisong Zhang and Eduard Hovy	https://arxiv.org/pdf/2002.03084	short
Incorporating Context Structures for Query Generation	Ruey-Cheng Chen and Chia-Jung Lee	https://arxiv.org/abs/1909.00786	short
Incremental Neural Coreference Resolution in Constant Memory	Patrick Xia, João Sedoc and Benjamin Van Durme	https://arxiv.org/abs/2005.00128?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%253A+arxiv%252FQSXk+%2528ExcitingAds%2521+cs+updates+on+arXiv.org%2529	short
Inference Strategies for Sequence Generation with Conditional Masking	Julia Kreutzer, George Foster and Colin Cherry	https://arxiv.org/abs/2010.02352	short
Introducing a New Dataset for Event Detection in Cybersecurity Texts	Hieu Man Duc Trong, Duc Trong Le, Amir Pouran Ben Veyseh, Thuat Nguyen and Thien Huu Nguyen	N/A	short
Investigating representations of verb bias in neural language models	Robert Hawkins, Takateru Yamakoshi, Thomas Griffiths and Adele Goldberg	https://arxiv.org/abs/2010.02375	short
Is Graph Structure Necessary for Multi-hop Question Answering?	Nan Shao, Yiming Cui, Ting Liu, Shijin Wang and Guoping Hu	https://arxiv.org/abs/2004.03096	short
Is the best better? Bayesian statistical model comparison for natural language processing	Piotr Szymański and Kyle Gorman	https://arxiv.org/abs/2010.03088	short
Iterative Feature Mining for Constraint-Based Data Collection to Increase Data Diversity and Model Robustness	Stefan Larson, Anthony Zheng, Anish Mahendran, Rishi Tekriwal, Adrian Cheung, Eric Guldan, Kevin Leach and Jonathan K. Kummerfeld	N/A	short
Keep it Surprisingly Simple: A Simple First Order Graph Based Parsing Model for Joint Morphosyntactic Parsing in Sanskrit	Amrith Krishna, Ashim Gupta, Deepak Garasangi, Pavankumar Satuluri and Pawan Goyal	N/A	short
Language Adapters for Zero Shot Neural Machine Translation	Jerin Philip, Alexandre Berard, Matthias Gallé and Laurent Besacier	N/A	short
Learning Collaborative Agents with Rule Guidance for Knowledge Graph Reasoning	Deren Lei, Gangrong Jiang, Xiaotao Gu, Kexuan Sun, Yuning Mao and Xiang Ren	https://arxiv.org/abs/2005.00571	short
Learning Physical Common Sense as Knowledge Graph Completion via BERT Data Augmentation and Constrained Tucker Factorization	Zhenjie Zhao, Evangelos Papalexakis and Xiaojuan Ma	N/A	short
Learning Structured Representations of Entity Names using Active Learning and Weak Supervision	Kun Qian, Poornima Chozhiyath Raman, Yunyao Li and Lucian Popa	N/A	short
Learning to Contrast the Counterfactual Samples for Robust Visual Question Answering	Zujie Liang, Weitao Jiang, Haifeng Hu and Jiaying Zhu	N/A	short
Learning to Fuse Sentences with Transformers for Summarization	Logan Lebanoff, Franck Dernoncourt, Doo Soon Kim, Lidan Wang, Walter Chang and Fei Liu	https://arxiv.org/abs/2010.03726	short
Learning to Ignore: Long Document Coreference with Bounded Memory Neural Networks	Shubham Toshniwal, Sam Wiseman, Allyson Ettinger, Karen Livescu and Kevin Gimpel	https://arxiv.org/abs/2010.02807	short
LOGAN: Local Group Bias Detection by Clustering	Jieyu Zhao and Kai-Wei Chang	https://arxiv.org/abs/2010.02867	short
Long-Short Term Masking Transformer: A Simple but Effective Baseline for Document-level Neural Machine Translation	Pei Zhang, Boxing Chen, Niyu Ge and Kai Fan	https://arxiv.org/abs/2009.09127	short
Mention Extraction and Linking for SQL Query Generation	Jianqiang Ma, ZEYU YAN, Shuai Pang, Yang Zhang and Jianping Shen	N/A	short
Modeling Content Importance for Summarization with Pre-trained Language Models	Liqiang Xiao, Lu Wang, Hao He and Yaohui Jin	N/A	short
Modularized Syntactic Neural Networks for Sentence Classification	Haiyan Wu, Ying Liu and Shaoyun Shi	N/A	short
More Bang for Your Buck: Natural Perturbation for Robust Question Answering	Daniel Khashabi, Tushar Khot and Ashish Sabharwal	https://arxiv.org/abs/2004.04849	short
MSCNN: A Monomeric-Siamese Convolutional Neural Network for Extremely Imbalanced Multi-label Text Classification	Wenshuo Yang, Jiyi Li, Fumiyo Fukumoto and Yanming Ye	N/A	short
Multi-label Few/Zero-shot Learning with Knowledge Aggregated from Multiple Label Graphs	Jueqing Lu, Lan Du, Ming Liu and Joanna Dipnall	https://arxiv.org/abs/1711.06526	short
Multi-Stage Pretraining for Low-Resource Domain Adaptation	Rong Zhang, Revanth Gangi Reddy, Md Arafat Sultan, Vittorio Castelli, Anthony Ferritto, Radu Florian, Efsun Sarioglu Kayi, Salim Roukos, Avi Sil and Todd Ward	https://arxiv.org/abs/2010.05904	short
Multi-Task Table Retrieval and Question-Answering with the TAPAS Model	Neil Mallinar, Etienne Marcheret, Steven Rennie, David Nahamoo and Vaibhava Goel	https://arxiv.org/pdf/2004.02349	short
Multi-XScience: A Large-scale Dataset for Extreme Multi-document Summarization of Scientific Articles	Yao Lu, Yue Dong and Laurent Charlin	N/A	short
Multilingual Offensive Language Identification with Cross-lingual Embeddings	Tharindu Ranasinghe and Marcos Zampieri	https://arxiv.org/abs/2010.05324	short
Multitask Learning for Cross-Lingual Transfer of Broad-coverage Semantic Dependencies	Maryam Aminian, Mohammad Sadegh Rasooli and Mona Diab	https://arxiv.org/abs/2004.14961	short
Named Entity Recognition for Social Media Texts with Semantic Augmentation	Yuyang Nie, Yuanhe Tian, Xiang Wan, Yan Song and Bo Dai	N/A	short
Neural Conversational QA: Learning to Reason vs Exploiting Patterns	Nikhil Verma, Abhishek Sharma, Dhiraj Madan, Danish Contractor, Harshit Kumar and Sachindra Joshi	https://arxiv.org/abs/1909.03759	short
Neural Topic Modeling by Incorporating Document Relationship Graph	Deyu Zhou, Xuemeng Hu and Rui Wang	https://arxiv.org/abs/2009.13972	short
On the Evaluation of Contextual Embeddings for Zero-Shot Cross-Lingual Transfer Learning	Phillip Keung, Yichao Lu, Julian Salazar and Vikas Bhardwaj	https://arxiv.org/abs/2004.15001	short
On the importance of pre-training data volume for compact language models	Vincent Micheli, Martin d'Hoffschmidt and François Fleuret	https://arxiv.org/abs/2010.03813	short
On the Role of Supervision in Unsupervised Constituency Parsing	Haoyue Shi, Karen Livescu and Kevin Gimpel	https://arxiv.org/abs/2010.02423	short
On the Sparsity of Neural Machine Translation Models	Yong Wang, Longyue Wang, Victor Li and Zhaopeng Tu	https://arxiv.org/abs/2010.02646	short
On the weak link between importance and prunability of attention heads	Aakriti Budhraja, Madhura Pande, Preksha Nema, Pratyush Kumar and Mitesh M. Khapra	N/A	short
Parsing Gapping Constructions Based on Grammatical and Semantic Roles	Yoshihide Kato and Shigeki Matsubara	N/A	short
PatchBERT: Just-in-Time, Out-of-Vocabulary Patching	Sangwhan Moon and Naoaki Okazaki	N/A	short
Please Mind the Root: Decoding Arborescences for Dependency Parsing	Ran Zmigrod, Tim Vieira and Ryan Cotterell	https://arxiv.org/abs/2010.02550	short
Pre-training of Mention Representations in Coreference Models	Yuval Varkel and Amir Globerson	N/A	short
Pre-Training Transformers as Energy-Based Cloze Models	Kevin Clark, Minh-Thang Luong, Quoc Le and Christopher D. Manning	N/A	short
Precise Task Formalization Matters in Winograd Schema Evaluations	Haokun Liu, William Huang, Dhara Mungra and Samuel R. Bowman	https://arxiv.org/abs/2010.04043	short
Predicting Reference: What do Language Models Learn about Discourse Models?	Shiva Upadhye, Leon Bergen and Andrew Kehler	http://arxiv.org/abs/2007.04205	short
Pretrained Language Model Embryology: The Birth of ALBERT	David C. Chiang, Sung-Feng Huang and Hung-yi Lee	https://arxiv.org/abs/2010.02480	short
Public Sentiment Drift Analysis Based on Hierarchical Variational Auto-encoder	Wenyue Zhang, Xiaoli Li, Yang Li, Suge Wang, Deyu Li, Jian Liao and Jianxing Zheng	https://arxiv.org/abs/2007.03898	short
Querying across genres to retrieve research that supports medical claims made in news	Chaoyuan Zuo, Narayan Acharya and Ritwik Banerjee	N/A	short
Reading Between the Lines: Exploring Infilling in Visual Narratives	Khyathi Raghavi Chandu, Ruo-Ping Dong and Alan W Black	N/A	short
Reasoning about Goals, Steps, and Temporal Ordering with WikiHow	Li Zhang, Qing Lyu and Chris Callison-Burch	https://arxiv.org/abs/2009.07690	short
Reusing a Pretrained Language Model on Languages with Limited Corpora for Unsupervised NMT	Alexandra Chronopoulou, Dario Stojanovski and Alexander Fraser	https://arxiv.org/abs/2009.07610	short
Revealing the Myth of Higher-Order Inference in Coreference Resolution	Liyan Xu and Jinho D. Choi	https://arxiv.org/abs/2009.12013	short
Scaling Hidden Markov Language Models	Justin Chiu and Alexander Rush	N/A	short
Self-Paced Learning for Neural Machine Translation	Yu Wan, Baosong Yang, Derek F. Wong, Yikai Zhou, Lidia S. Chao, zhang haibo and Boxing Chen	https://arxiv.org/abs/2010.04505	short
Semantic label smoothing for sequence to sequence problems	Michal Lukasik, Himanshu Jain, Aditya Menon, Seungyeon Kim, Srinadh Bhojanapalli, Felix Yu and Sanjiv Kumar	http://arxiv.org/abs/2010.07447	short
Semantic Role Labeling Guided Multi-turn Dialogue ReWriter	Kun Xu, Haochen Tan, Linfeng Song, Han Wu, Haisong Zhang, Linqi Song and Dong Yu	https://arxiv.org/abs/2010.01417	short
Semantically Inspired AMR Alignment for the Portuguese language	Rafael Anchiêta and Thiago Pardo	N/A	short
Semi-supervised New Event Type Induction and Event Detection	Lifu Huang and Heng Ji	https://arxiv.org/abs/1904.12926	short
Sequence-level Mixed Sample Data Augmentation	Demi Guo, Yoon Kim and Alexander Rush	N/A	short
Severing the Edge Between Before and After: Neural Architectures for Temporal Ordering of Events	Miguel Ballesteros, Rishita Anubhai, Shuai Wang, Nima Pourdamghani, Yogarshi Vyas, Jie Ma, Parminder Bhatia, Kathleen McKeown and Yaser Al-Onaizan	https://arxiv.org/abs/2004.04295	short
Simple Data Augmentation with the Mask Token Improves Domain Adaptation for Dialog Act Tagging	Semih Yavuz, Kazuma Hashimoto, Wenhao Liu, Nitish Shirish Keskar, Richard Socher and Caiming Xiong	N/A	short
Simulated Multiple Reference Training Improves Low-Resource Machine Translation	Huda Khayrallah, Brian Thompson, Matt Post and Philipp Koehn	https://arxiv.org/abs/2004.14524	short
SLEDGE: A Simple Yet Effective Zero-Shot Baseline for Coronavirus Scientific Knowledge Search	Sean MacAvaney, Arman Cohan and Nazli Goharian	http://arxiv.org/abs/2005.02365	short
SlotRefine: A Fast Non-Autoregressive Model for Joint Intent Detection and Slot Filling	Di Wu, Liang Ding, Fan Lu and Jian Xie	https://arxiv.org/abs/2010.02693	short
Small but Mighty: New Benchmarks for Split and Rephrase	Li Zhang, Huaiyu Zhu, Siddhartha Brahma and Yunyao Li	https://arxiv.org/abs/2009.08560	short
Some Languages Seem Easier to Parse Because Their Treebanks Leak	Anders Søgaard	N/A	short
Sound Natural: Content Rephrasing in Dialog Systems	Arash Einolghozati, Anchit Gupta, Keith Diedrick and Sonal Gupta	https://arxiv.org/pdf/2008.03391	short
Structure Aware Negative Sampling in Knowledge Graphs	Kian Ahrabian, Aarash Feizi, Yasmin Salehi, William L. Hamilton and Avishek Joey Bose	https://arxiv.org/abs/2009.11355	short
Suicidal Risk Detection for Military Personnel	Sungjoon Park, Kiwoong Park, Jaimeen Ahn and Alice Oh	N/A	short
Summarizing Text on Any Aspects: A Knowledge-Informed Weakly-Supervised Approach	Bowen Tan, Lianhui Qin, Eric Xing and Zhiting Hu	N/A	short
Supertagging Combinatory Categorial Grammar with Attentive Graph Convolutional Networks	Yuanhe Tian, Yan Song and Fei Xia	https://arxiv.org/abs/2010.06115	short
Supervised Seeded Iterated Learning for Interactive Language Learning	Yuchen Lu, Soumye Singhal, Florian Strub, Olivier Pietquin and Aaron Courville	https://arxiv.org/abs/2010.02975	short
Table Fact Verification with Structure-Aware Transformer	Hongzhi Zhang, Yingyao Wang, Sirui Wang, Xuezhi Cao, Fuzheng Zhang and Zhongyuan Wang	https://arxiv.org/abs/1909.02164	short
Task-oriented Domain-specific Meta-Embedding for Text Classification	Xin Wu, Yi Cai, Yang Kai, Tao Wang and Qing Li	N/A	short
Text Graph Transformer for Document Classification	Haopeng Zhang and Jiawei Zhang	N/A	short
The importance of fillers for text representations of speech transcripts	Tanvi Dinkar, Pierre Colombo, Matthieu Labeau and Chloé Clavel	https://arxiv.org/abs/2009.11340	short
The Multilingual Amazon Reviews Corpus	Phillip Keung, Yichao Lu, György Szarvas and Noah A. Smith	N/A	short
The role of context in neural pitch accent detection in English	Elizabeth Nielsen, Mark Steedman and Sharon Goldwater	https://arxiv.org/abs/2004.14846	short
The Thieves on Sesame Street are Polyglots --- Extracting Multilingual Models from Monolingual APIs	Nitish Shirish Keskar, Bryan McCann, Caiming Xiong and Richard Socher	https://arxiv.org/abs/1910.12366	short
Tired of Topic Models? Clusters of Pretrained Word Embeddings Make for Fast and Good Topics too!	Suzanna Sia, Ayush Dalmia and Sabrina J. Mielke	https://arxiv.org/abs/2004.14914	short
TNT: Text Normalization based Pre-training of Transformers for Content Moderation	Fei Tan, Yifan Hu, Changwei Hu, Keqian Li and Kevin Yen	N/A	short
To BERT or Not to BERT: Comparing Task-specific and Task-agnostic Semi-Supervised Approaches for Sequence Tagging	Kasturi Bhattacharjee, Miguel Ballesteros, Rishita Anubhai, Smaranda Muresan, Jie Ma, Faisal Ladhak and Yaser Al-Onaizan	N/A	short
Towards Better Context-aware Lexical Semantics: Adjusting Contextualized Representations through Static Anchors	Qianchu Liu, Diana McCarthy and Anna Korhonen	N/A	short
Towards Interpreting BERT for Reading Comprehension Based QA	Sahana Ramnath, Preksha Nema, Deep Sahni and Mitesh M. Khapra	N/A	short
Towards Modeling Revision Requirements in wikiHow Instructions	Irshad Bhat, Talita Anthonio and Michael Roth	N/A	short
Towards Reasonably-Sized Character-Level Transformer NMT by Finetuning Subword Systems	Jindřich Libovický and Alexander Fraser	https://arxiv.org/abs/2004.14280	short
Towards Understanding Sample Variance in Visually Grounded Language Generation: Evaluations and Observations	Wanrong Zhu, Xin Wang, Pradyumna Narayana, Kazoo Sone, Sugato Basu and William Yang Wang	https://arxiv.org/abs/2010.03644	short
Train No Evil: Selective Masking for Task-guided Pre-training	Yuxian Gu, Zhengyan Zhang, Xiaozhi Wang, Zhiyuan Liu and Maosong Sun	https://arxiv.org/abs/2004.09733	short
Transfer Learning and Distant Supervision for Multilingual Transformer Models: A Study on African Languages	Michael A. Hedderich, David Adelani, Dawei Zhu, Jesujoba Alabi, Udia Markus and Dietrich Klakow	https://arxiv.org/abs/2010.03179	short
Translation Quality Estimation by Jointly Learning to Score and Rank	Jingyi Zhang and Josef van Genabith	N/A	short
Understanding Neural Abstractive Summarization Models via Uncertainty	Jiacheng Xu, Shrey Desai and Greg Durrett	N/A	short
Unsupervised Text Style Transfer with Masked Language Models	Eric Malmi, Aliaksei Severyn and Sascha Rothe	https://arxiv.org/abs/1805.11749	short
Utility is in the Eye of the User: A Critique of NLP Leaderboard Design	Kawin Ethayarajh and Dan Jurafsky	N/A	short
Why Skip If You Can Combine: A Simple Knowledge Distillation Technique for Intermediate Layers	Yimeng Wu, Peyman Passban, Mehdi Rezagholizadeh and Qun Liu	https://arxiv.org/abs/2010.03034	short
Within-Between Lexical Relation Classification using Path-based and Distributional Data	Oren Barkan, Avi Caciularu and Ido Dagan	N/A	short
